Rank,Runner,Flag,Country,Total Score,Performance Score,Volume Bonus,Variety Bonus,Prolific Score,Unique Boards,Unique Games,WRs,Top 3s,Top 10s,Medal Score,Depth Score,Average Place,Profile
874,bnetters,,United States,133.81,125.81,8,0,1,1,1,0,0,0,0,16.73,637,https://www.speedrun.com/users/bnetters
875,One_Street,,United States,133.81,125.81,8,0,1,1,1,0,0,0,0,16.73,637,https://www.speedrun.com/users/One_Street
876,SpeedIn,,Israel,133.8,107.8,16,10,4,4,2,0,0,0,0,22.14,619,https://www.speedrun.com/users/SpeedIn
877,Maggitz,,United States,133.79,107.79,16,10,4,4,2,0,0,0,0,21.5,595,https://www.speedrun.com/users/Maggitz
878,Xray74,,England,133.69,109.83,13.86,10,3,2,2,0,0,0,0,17.05,292.67,https://www.speedrun.com/users/Xray74
879,Teadiel,,United States,133.59,125.59,8,0,1,1,1,0,0,0,0,15.43,177,https://www.speedrun.com/users/Teadiel
880,C0RN_D4WG,,United States,133.51,112.2,11.31,10,2,2,2,0,0,0,0,18.14,462,https://www.speedrun.com/users/C0RN_D4WG
881,Linc,,United States,133.36,122.05,11.31,0,2,2,1,0,0,0,0,17.18,295.5,https://www.speedrun.com/users/Linc
882,PackSciences,,French Southern Territories,133.36,122.05,11.31,0,2,2,1,0,0,0,0,20.46,571,https://www.speedrun.com/users/PackSciences
883,BlazingRaven495,,United States,133.17,111.86,11.31,10,2,2,2,0,0,0,0,17.5,189.5,https://www.speedrun.com/users/BlazingRaven495
884,Toaster_Boiiiiiiiii,,United States,133.14,125.14,8,0,1,1,1,0,0,0,0,16.68,641,https://www.speedrun.com/users/Toaster_Boiiiiiiiii
885,Lemons_Picrun,,Japan,133.03,97.03,16,20,4,4,3,0,0,0,0,19.19,375.75,https://www.speedrun.com/users/Lemons_Picrun
886,SkylightFox,,Sweden,132.97,124.97,8,0,1,1,1,0,0,0,0,16.66,642,https://www.speedrun.com/users/SkylightFox
887,super_sand_lesbian,,United States,132.93,121.62,11.31,0,2,2,1,0,0,0,0,20.48,580,https://www.speedrun.com/users/super_sand_lesbian
888,Nacorio,,Germany,132.8,124.8,8,0,1,1,1,0,0,0,0,16.65,643,https://www.speedrun.com/users/Nacorio
889,Broange,,China,132.59,98.73,13.86,20,3,3,3,0,0,0,0,14.17,71,https://www.speedrun.com/users/Broange
890,Lucas_Mariano,,Brazil,132.31,111,11.31,10,2,2,2,0,0,0,0,19.8,764,https://www.speedrun.com/users/Lucas_Mariano
891,Ruffeline,,Germany,132.3,124.3,8,0,1,1,1,0,0,0,0,16.61,646,https://www.speedrun.com/users/Ruffeline
892,Ethanrocks,,United States,132.28,120.97,11.31,0,2,2,1,0,0,0,0,20.44,587.5,https://www.speedrun.com/users/Ethanrocks
893,SatoSere4ever,,Hong Kong,132.08,124.08,8,0,1,1,1,0,0,0,0,14.75,99,https://www.speedrun.com/users/SatoSere4ever
894,Ankay,,France,131.96,123.96,8,0,1,1,1,0,0,0,0,16.58,648,https://www.speedrun.com/users/Ankay
895,Leof_0,,Dominican Republic,131.79,123.79,8,0,1,1,1,0,0,0,0,16.57,649,https://www.speedrun.com/users/Leof_0
896,JWILD,,United States,131.58,120.27,11.31,0,2,2,1,0,0,0,0,16.56,530.5,https://www.speedrun.com/users/JWILD
897,thespaceweasel,,United States,131.46,123.46,8,0,1,1,1,0,0,0,0,16.54,651,https://www.speedrun.com/users/thespaceweasel
898,Merriam,,United States,131.29,123.29,8,0,1,1,1,0,0,0,0,16.53,652,https://www.speedrun.com/users/Merriam
899,SquareGo,,Scotland,131.29,123.29,8,0,1,1,1,0,0,0,0,16.53,652,https://www.speedrun.com/users/SquareGo
900,imarandomspeedrunner,,Canada,131.25,107.39,13.86,10,3,3,2,0,0,0,0,20.16,586.67,https://www.speedrun.com/users/imarandomspeedrunner
901,skivie_,,Portugal,131.12,123.12,8,0,1,1,1,0,0,0,0,15.25,183,https://www.speedrun.com/users/skivie_
902,piki_SSBM,,,130.62,122.62,8,0,1,1,1,0,0,0,0,16.48,656,https://www.speedrun.com/users/piki_SSBM
903,VisualS,,Argentina,129.75,105.89,13.86,10,3,3,2,0,0,0,0,21.2,677.67,https://www.speedrun.com/users/VisualS
904,Vastib,,United States,129.62,121.62,8,0,1,1,1,0,0,0,0,16.4,662,https://www.speedrun.com/users/Vastib
905,Nikitozawr_war,,Russia,129.48,108.17,11.31,10,2,2,2,0,0,0,0,19.47,776.5,https://www.speedrun.com/users/Nikitozawr_war
906,SanJorge123,,United States,129.45,121.45,8,0,1,1,1,0,0,0,0,16.39,663,https://www.speedrun.com/users/SanJorge123
907,YiForLife,,Serbia,129.4,108.09,11.31,10,2,2,2,0,0,0,0,12.51,44.5,https://www.speedrun.com/users/YiForLife
908,ylovhy,,France,129.29,121.29,8,0,1,1,1,0,0,0,0,16.37,664,https://www.speedrun.com/users/ylovhy
909,RaikouRider,,United States,129.18,99.58,19.6,10,6,6,2,0,0,0,0,20.82,68.33,https://www.speedrun.com/users/RaikouRider
910,ChiaraSM64,,France,129.12,121.12,8,0,1,1,1,0,0,0,0,16.36,665,https://www.speedrun.com/users/ChiaraSM64
911,theSkyW,,United States,128.62,120.62,8,0,1,1,1,0,0,0,0,16.32,668,https://www.speedrun.com/users/theSkyW
912,Mak_NiFiCenT,,United States,128.46,120.46,8,0,1,1,1,0,0,0,0,16.31,669,https://www.speedrun.com/users/Mak_NiFiCenT
913,Danklin27,,United States,128.35,114.49,13.86,0,3,3,1,0,0,0,0,19.46,161.33,https://www.speedrun.com/users/Danklin27
914,jay_the_wook,,United States,127.96,119.96,8,0,1,1,1,0,0,0,0,16.27,672,https://www.speedrun.com/users/jay_the_wook
915,Numbly,,Peru,127.82,116.51,11.31,0,2,2,1,0,0,0,0,18.28,290,https://www.speedrun.com/users/Numbly
916,eatmypizza,,United States,127.63,119.63,8,0,1,1,1,0,0,0,0,16.24,674,https://www.speedrun.com/users/eatmypizza
917,arthurhu,,United States,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/arthurhu
918,Avortua,,France,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/Avortua
919,b_Zy,,Austria,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/b_Zy
920,beardylocks,,United States,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/beardylocks
921,BigCheese,,United States,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/BigCheese
922,BlackSails,,United States,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/BlackSails
923,crashxxl,,France,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/crashxxl
924,dilean6,,Brazil,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/dilean6
925,einbert,,,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/einbert
926,Hoender,,South Africa,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/Hoender
927,jepperthelepper,,United States,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/jepperthelepper
928,Kilo,,Scotland,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/Kilo
929,mikromikko,,Finland,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/mikromikko
930,MisterAves,,Chile,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/MisterAves
931,misterlava,,Switzerland,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/misterlava
932,Neptunolium,,United Kingdom,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/Neptunolium
933,Suhti,,Germany,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/Suhti
934,TheCherryPoint,,,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,
935,Tymondo,,Canada,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/Tymondo
936,Vorkey,,England,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/Vorkey
937,whitman_price_,,United States,127.46,119.46,8,0,1,1,1,0,0,0,0,16.23,675,https://www.speedrun.com/users/whitman_price_
938,MG_Link,,United States,127.44,119.44,8,0,1,1,1,0,0,0,0,14.98,192,https://www.speedrun.com/users/MG_Link
939,NovaSpectrum,,Spain,127.03,119.03,8,0,1,1,1,0,0,0,0,14.95,193,https://www.speedrun.com/users/NovaSpectrum
940,Riccioli88,,Italy,127.03,115.72,11.31,0,2,2,1,0,0,0,0,19.12,493.5,https://www.speedrun.com/users/Riccioli88
941,RodrigoGajo,,Portugal,126.68,105.37,11.31,10,2,2,2,0,0,0,0,17.58,598.5,https://www.speedrun.com/users/RodrigoGajo
942,valley5,,United States,126.2,114.89,11.31,0,2,2,1,0,0,0,0,18.18,204,https://www.speedrun.com/users/valley5
943,DaSmileKat,,,126.18,102.32,13.86,10,3,3,2,0,0,0,0,21,552.33,https://www.speedrun.com/users/DaSmileKat
944,owatax,,,126.08,114.77,11.31,0,2,2,1,0,0,0,0,17.03,77.5,
945,Bib_Fury,,England,125.51,111.65,13.86,0,3,3,1,0,0,0,0,20.1,456.33,https://www.speedrun.com/users/Bib_Fury
946,ZappyCH,,United States,125.49,114.18,11.31,0,2,2,1,0,0,0,0,18.69,291,https://www.speedrun.com/users/ZappyCH
947,IsoFrieze,,United States,125.35,101.49,13.86,10,3,3,2,0,0,0,0,20.53,499.67,https://www.speedrun.com/users/IsoFrieze
948,LukeDuke04,,,125.01,117.01,8,0,1,1,1,0,0,0,0,14.8,198,https://www.speedrun.com/users/LukeDuke04
949,BynocuLars,,United States,124.55,103.24,11.31,10,2,2,2,0,0,0,0,16.15,603,https://www.speedrun.com/users/BynocuLars
950,brman85,,United States,124.23,112.92,11.31,0,2,2,1,0,0,0,0,18.4,554,https://www.speedrun.com/users/brman85
951,Arbono,,Brazil,124.21,116.21,8,0,1,1,1,0,0,0,0,14.74,200,https://www.speedrun.com/users/Arbono
952,Nokonoko64,,United States,123.33,112.02,11.31,0,2,2,1,0,0,0,0,16.7,152.5,https://www.speedrun.com/users/Nokonoko64
953,Untex,,Spain,123.01,115.01,8,0,1,1,1,0,0,0,0,14.65,203,https://www.speedrun.com/users/Untex
954,IKnowBagu,,Canada,122.88,111.57,11.31,0,2,2,1,0,0,0,0,19.31,592.5,https://www.speedrun.com/users/IKnowBagu
955,Agitato,,Australia,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/Agitato
956,AlvexGD,,Argentina,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/AlvexGD
957,CaptCaveman910,,United States,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/CaptCaveman910
958,D7X,,United States,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/D7X
959,druz,,United States,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/druz
960,Exay2007,,Belgium,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/Exay2007
961,Exergue,,France,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/Exergue
962,GeigerCouncilman,,United States,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/GeigerCouncilman
963,groove,,Austria,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/groove
964,itspoots,,Canada,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/itspoots
965,JOGArTES,,Brazil,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/JOGArTES
966,Krolink,,France,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/Krolink
967,Linckx,,,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/Linckx
968,LuiGGy,,Argentina,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/LuiGGy
969,Maxxx1008,,United States,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/Maxxx1008
970,NigelzOne,,Germany,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/NigelzOne
971,Ninjaguar,,United States,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/Ninjaguar
972,pawelpredki,,Poland,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/pawelpredki
973,PixelPerfect,,United States,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/PixelPerfect
974,Puntari,,Finland,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/Puntari
975,rajupieru,,Finland,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/rajupieru
976,RoiPhilosophe,,Canada,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/RoiPhilosophe
977,SMFreak16,,United States,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/SMFreak16
978,St0rmL1ght,,France,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/St0rmL1ght
979,TWGF1853,,,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/TWGF1853
980,Zxaos07,,Québec,121.57,113.57,8,0,1,1,1,0,0,0,0,15.75,711,https://www.speedrun.com/users/Zxaos07
981,olio,,United States,121.41,113.41,8,0,1,1,1,0,0,0,0,14.53,207,https://www.speedrun.com/users/olio
982,dr4gonz0rd,,,120.23,108.92,11.31,0,2,2,1,0,0,0,0,19.16,676.5,
983,Falling_Tacos,,United States,120.09,98.78,11.31,10,2,2,2,0,0,0,0,17.43,543.5,https://www.speedrun.com/users/Falling_Tacos
984,Sensato_Kuro,,Québec,119.7,108.39,11.31,0,2,2,1,0,0,0,0,18.75,720.5,https://www.speedrun.com/users/Sensato_Kuro
985,kamehamedoukenn,,United States,119.21,97.9,11.31,10,2,2,2,0,0,0,0,16.06,454.5,https://www.speedrun.com/users/kamehamedoukenn
986,aoikappa00,,Japan,119.11,91.22,17.89,10,5,5,2,0,0,0,0,19.43,503.2,https://www.speedrun.com/users/aoikappa00
987,Japsiman,,United States,119.04,107.73,11.31,0,2,2,1,0,0,0,0,16.3,78.5,https://www.speedrun.com/users/Japsiman
988,PRZNation,,United States,118.9,107.59,11.31,0,2,2,1,0,0,0,0,18.29,560.5,https://www.speedrun.com/users/PRZNation
989,sup3rlitluigi,,United States,118.9,102.9,16,0,4,4,1,0,0,0,0,19.16,142,https://www.speedrun.com/users/sup3rlitluigi
990,Heppafe,,Canada,117.86,109.86,8,0,1,1,1,0,0,0,0,14.26,216,https://www.speedrun.com/users/Heppafe
991,Lamoosa,,United States,117.86,109.86,8,0,1,1,1,0,0,0,0,14.26,216,https://www.speedrun.com/users/Lamoosa
992,Timmythegoat25,,,117.86,109.86,8,0,1,1,1,0,0,0,0,14.26,216,https://www.speedrun.com/users/Timmythegoat25
993,kamil2050,,Poland,116.94,87.34,19.6,10,6,6,2,0,0,0,0,19.75,513.17,https://www.speedrun.com/users/kamil2050
994,JayPea13,,United States,116.92,95.61,11.31,10,2,2,2,0,0,0,0,14.53,427,https://www.speedrun.com/users/JayPea13
995,TheIntCarl,,United States,116.88,95.57,11.31,10,2,2,2,0,0,0,0,14.55,447.5,https://www.speedrun.com/users/TheIntCarl
996,BoBoTheMonkey,,Australia,116.69,92.83,13.86,10,3,3,2,0,0,0,0,17.02,326.33,https://www.speedrun.com/users/BoBoTheMonkey
997,Katti,,Finland,116.57,92.71,13.86,10,3,3,2,0,0,0,0,17.53,391,https://www.speedrun.com/users/Katti
998,Jayondeck,,United States,115.9,107.9,8,0,1,1,1,0,0,0,0,14.11,221,https://www.speedrun.com/users/Jayondeck
999,MédineB,,France,115.9,107.9,8,0,1,1,1,0,0,0,0,14.11,221,https://www.speedrun.com/users/MedineB
1000,Svenne,,Sweden,115.59,94.28,11.31,10,2,2,2,0,0,1,1,12.71,29.5,https://www.speedrun.com/users/Svenne
1001,Jackson_D77,,United States,115.52,104.21,11.31,0,2,2,1,0,0,0,0,18.38,724.5,https://www.speedrun.com/users/Jackson_D77
1002,wasuremono,,Japan,115.45,107.45,8,0,1,1,1,0,0,1,1,10.56,4,https://www.speedrun.com/users/wasuremono
1003,jorginbross,,Mexico,115.35,94.04,11.31,10,2,2,2,0,0,0,0,14.55,68.5,https://www.speedrun.com/users/jorginbross
1004,agwawaf,,,114.44,103.13,11.31,0,2,2,1,0,0,0,0,14.55,39,
1005,GunderMifflin,,,114.37,93.06,11.31,10,2,2,2,0,0,0,0,17.54,849.5,https://www.speedrun.com/users/GunderMifflin
1006,ttheolindaooo,,Brazil,114.03,102.72,11.31,0,2,2,1,0,0,0,0,17.5,574.5,https://www.speedrun.com/users/ttheolindaooo
1007,Mmk_,,United States,113.96,105.96,8,0,1,1,1,0,0,0,0,13.96,226,https://www.speedrun.com/users/Mmk_
1008,XLThinOreos,,Sweden,113.96,105.96,8,0,1,1,1,0,0,0,0,13.96,226,https://www.speedrun.com/users/XLThinOreos
1009,Kora,,Canada,113.7,102.39,11.31,0,2,2,1,0,0,0,0,18.11,605.5,https://www.speedrun.com/users/Kora
1010,Revelyte23,,United States,113.47,102.16,11.31,0,2,2,1,0,0,0,0,13.81,26.5,https://www.speedrun.com/users/Revelyte23
1011,DaneHD131,,United States,113.45,102.14,11.31,0,2,2,1,0,0,0,0,15.89,211.5,https://www.speedrun.com/users/DaneHD131
1012,EvilestNut,,Poland,113.42,87.42,16,10,4,4,2,0,0,0,0,15.55,218.75,https://www.speedrun.com/users/EvilestNut
1013,BigChunguzz,,Norway,113.38,102.07,11.31,0,2,2,1,0,0,0,0,13.75,18.5,https://www.speedrun.com/users/BigChunguzz
1014,_Kage_,,Germany,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/_Kage_
1015,ApolloSmug,,United States,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/ApolloSmug
1016,Blechy,,United States,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/Blechy
1017,Bogie,,United States,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/Bogie
1018,Ethan172003,,Canada,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/Ethan172003
1019,ethanspitzer,,United States,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/ethanspitzer
1020,etopiei,,Australia,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/etopiei
1021,Hannah_OwO,,Russia,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/Hannah_OwO
1022,Iceac,,North Korea,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/Iceac
1023,jasalmon07,,United States,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/jasalmon07
1024,nalA,,United States,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/nalA
1025,PMYA,,England,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/PMYA
1026,ScottyJ47,,United States,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/ScottyJ47
1027,SillyMillieeee,,United States,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/SillyMillieeee
1028,Smudgly,,Canada,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/Smudgly
1029,Sunflower_,,United States,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/Sunflower_
1030,taalyelxor,,New Zealand,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/taalyelxor
1031,turn1delver,,Italy,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/turn1delver
1032,Zarcatus,,Germany,113.28,105.28,8,0,1,1,1,0,0,0,0,15.06,763,https://www.speedrun.com/users/Zarcatus
1033,pJ00nas,,Finland,113.07,91.76,11.31,10,2,2,2,0,0,0,0,16.08,584.5,https://www.speedrun.com/users/pJ00nas
1034,XSuperFlareStarX,,United States,112.96,101.65,11.31,0,2,2,1,0,0,0,0,18.08,588,https://www.speedrun.com/users/XSuperFlareStarX
1035,Parke190,,United States,112.42,104.42,8,0,1,1,1,0,0,0,0,13.84,230,https://www.speedrun.com/users/Parke190
1036,54Lightning,,United States,112.22,90.91,11.31,10,2,2,2,0,0,0,0,15.62,487.5,https://www.speedrun.com/users/54Lightning
1037,uttumuttu,,Finland,112.19,104.19,8,0,1,1,1,0,0,0,0,11.35,12,https://www.speedrun.com/users/uttumuttu
1038,Cam Allen,,,111.83,100.52,11.31,0,2,2,1,0,0,0,0,18.38,659.5,
1039,CartisticStyle,,England,111.65,103.65,8,0,1,1,1,0,0,0,0,13.78,232,https://www.speedrun.com/users/CartisticStyle
1040,DrummerDragon,,Québec,111.65,103.65,8,0,1,1,1,0,0,0,0,13.78,232,https://www.speedrun.com/users/DrummerDragon
1041,JoakoLab,,Argentina,111.22,103.22,8,0,1,1,1,0,0,0,0,12.92,96,https://www.speedrun.com/users/JoakoLab
1042,InceptionSpeedruns,,United States,110.89,102.89,8,0,1,1,1,0,0,0,0,13.72,234,https://www.speedrun.com/users/InceptionSpeedruns
1043,JackJuggler,,Canada,110.89,102.89,8,0,1,1,1,0,0,0,0,13.72,234,https://www.speedrun.com/users/JackJuggler
1044,nad_chario,,Austria,110.37,99.06,11.31,0,2,2,1,0,0,0,0,17.21,521,https://www.speedrun.com/users/nad_chario
1045,ShyKoopa,,France,109.94,75.94,24,10,9,9,2,0,0,0,0,22.65,315.56,https://www.speedrun.com/users/ShyKoopa
1046,andresfgp13,,Chile,109.64,83.64,16,10,4,4,2,0,0,0,0,17.39,517.5,https://www.speedrun.com/users/andresfgp13
1047,Ender_boy24,,United States,109.28,97.97,11.31,0,2,2,1,0,0,0,0,13.33,142,https://www.speedrun.com/users/Ender_boy24
1048,Gritich,,Esperanto,109.23,87.92,11.31,10,2,2,2,0,0,0,0,17.01,700,https://www.speedrun.com/users/Gritich
1049,sdkess,,United States,108.92,100.92,8,0,1,1,1,0,0,0,0,14.69,791,https://www.speedrun.com/users/sdkess
1050,pvdto3,,United States,108.91,79.31,19.6,10,6,6,2,0,0,0,0,17.59,523.33,https://www.speedrun.com/users/pvdto3
1051,BigBurdel,,United States,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/BigBurdel
1052,daradarach,,Japan,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/daradarach
1053,DJahlysHere,,France,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/DJahlysHere
1054,dmsy,,Indonesia,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/dmsy
1055,imsoalone427,,United States,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/imsoalone427
1056,Jack879,,,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,
1057,jermz,,United States,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/jermz
1058,Lomiig,,France,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/Lomiig
1059,Mariolover,,Scotland,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/Mariolover
1060,md700,,Japan,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/md700
1061,OldLeakyPipes,,United States,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/OldLeakyPipes
1062,Otsika,,Sweden,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/Otsika
1063,Phibik,,Spain,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/Phibik
1064,Sigotu,,Poland,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/Sigotu
1065,SwarV,,India,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/SwarV
1066,TempoTom,,England,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/TempoTom
1067,TheBubbs2010,,United States,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/TheBubbs2010
1068,toddbob23,,United States,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/toddbob23
1069,Trevor Seguin,,,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,
1070,TuttiPullo,,Finland,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/TuttiPullo
1071,Vincertain,,Québec,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/Vincertain
1072,Yeriko,,Mexico,108.76,100.76,8,0,1,1,1,0,0,0,0,14.68,792,https://www.speedrun.com/users/Yeriko
